DVSEED,spectral_gap,geo_mean_var,perc0fs_at_7,H_q3,H_f,H_uniform,_entropy_diff,_uniform_perc,_norm_entropy_diff,_norm_geo_mean_var,_norm_uniform_perc,_norm_spectral_gap,_norm_weighted_sum
79,0.07303703726273447,0.02742557859216269,3.84e-05,0.8834810006706167,0.9036283865463092,2.321928094887362,-0.020147385875692425,0.389171563295178,0.5134864443032024,0.6493703668226819,1.0,1.0,0.7907142027814711
13,0.28927892216270545,0.039638891894575354,0.0225024,1.5952914997855667,1.594944041371492,2.321928094887362,0.00034745841407479716,0.6869050100575416,1.0,0.9544623531294935,0.4942130633043117,0.6242156206933975,0.7682227592818007
15,0.16643281946362332,0.0189933913973857,0.0118272,1.922854147792623,1.9417545861911822,2.321928094887362,-0.01890043839855915,0.836268181804044,0.5430869058773437,0.43873196948809673,0.2404762328799066,0.8376971415114577,0.5149980624392012
87,0.468967245148452,0.04131180792130429,0.0,1.8658581120321596,1.8878601502298706,2.321928094887362,-0.02200203819771107,0.8130571116249194,0.4694600792813845,0.9962522639326827,0.2799069928801369,0.3119538914124199,0.514393306876656
0,0.3794622700428708,0.02862856791512896,0.0,1.6430022750664914,1.6707441518049146,2.321928094887362,-0.02774187673842321,0.7195503407205912,0.33320584782271273,0.6794213769754439,0.4387554653319198,0.4674953191541471,0.47971950232105587
5,0.5246391458818738,0.04146183570577342,0.0,1.860778181091349,1.8858570057740764,2.321928094887362,-0.025078824682727374,0.8121944042653743,0.3964222795410609,1.0,0.28137255248519344,0.21520746011117065,0.47325057303435625
67,0.27145754352863305,0.02901495349918963,0.0374528,1.9797226214487904,2.009271903698102,2.321928094887362,-0.029549282249311748,0.8653463077182728,0.2903010436067859,0.6890733970622536,0.19107857067251632,0.6551855491672024,0.45640964012718954
39,0.44477881532436614,0.017662728526547763,0.0,1.7123469936513882,1.7265448560873624,2.321928094887362,-0.014197862435974207,0.7435823959790271,0.6547182469182604,0.40549163835792973,0.3979300231659699,0.35398845882312335,0.45303209181632087
10,0.3524839502610916,0.0244812152144847,0.0188928,2.0909196636223504,2.1078338587124765,2.321928094887362,-0.01691419509012615,0.9077946312608481,0.590237022306732,0.5758193451578765,0.11896773540716299,0.5143781474213007,0.44985056257326805
52,0.40593398642779344,0.024784313656251576,0.0216704,1.9967919018481295,2.0146992826860437,2.321928094887362,-0.01790738083791421,0.8676837526201593,0.5666604426171266,0.583390829107845,0.18710774002021224,0.42149286447017065,0.4396629690538386
46,0.408418215702249,0.0252185791611159,0.0042752,1.9848806015581355,2.004155444071423,2.321928094887362,-0.019274842513287593,0.8631427684967331,0.5341991741849885,0.5942389030238244,0.19482192354358596,0.41717577966308805,0.43510894510387177
92,0.4260112449498684,0.02881210712102351,0.0001408,2.0027888137764256,2.025925735546318,2.321928094887362,-0.02313692176989246,0.8725187226973954,0.44251982864090883,0.6840062377339476,0.17889413576790802,0.38660267594177256,0.4230057195211343
9,0.294907801967746,0.023354626577467747,0.0,2.076645609903985,2.1028597196078853,2.321928094887362,-0.026214109703900146,0.9056523861519045,0.3694724991684503,0.5476768455341021,0.12260696238379742,0.6144337733667009,0.4135475201132627
20,0.3804042708532692,0.02542136888539699,0.0216064,2.0174099422286584,2.0439841966609933,2.321928094887362,-0.026574254432334854,0.880296078574366,0.36092326161782834,0.599304647122218,0.16568203263545456,0.46585831349261386,0.39794206371702867
61,0.4192325102005817,0.028962366350938754,0.0,2.0214410844789668,2.048759562949552,2.321928094887362,-0.027318478470585106,0.8823527168910621,0.34325661931672347,0.6877597553733188,0.16218823371764957,0.3983827371053309,0.3978968363782557
62,0.4132418770452717,0.01669033696789555,0.0,1.9823514895216927,1.9993545584109762,2.321928094887362,-0.01700306888928349,0.861075139584788,0.5881273059592939,0.3812010249304845,0.19833439318704815,0.4087932381188746,0.39411399054892526
51,0.20954123817354664,0.009615918805682314,0.0,2.0619720139273428,2.084442888232271,2.321928094887362,-0.022470874304928223,0.8977206886044369,0.4583306889656383,0.2044800782363347,0.1360812597761636,0.7627834846346172,0.3904188779031884
34,0.35663886668558675,0.01838323025025203,0.0299904,1.9933361572702104,2.0193388804373664,2.321928094887362,-0.026002723167156017,0.869681918610544,0.37449046437783545,0.4234899731733473,0.18371327337134824,0.5071577484205615,0.3722128648357731
12,0.5050765175740725,0.014963935487871765,0.0,1.76339081381658,1.7823078009016804,2.321928094887362,-0.01891698708510048,0.767598189119694,0.5426940675509089,0.33807503252681576,0.3571322069413444,0.24920332608160212,0.37177615827516775
18,0.47662219617784274,0.02431818352257576,0.0,2.0651476656249717,2.091131379366252,2.321928094887362,-0.02598371374128039,0.9006012649447243,0.37494171656808134,0.5717467678413154,0.13118776225710627,0.29865114471035203,0.3441318478442138
25,0.3981471813529326,0.009021102225840764,0.0,1.76806392341017,1.7929932162893647,2.321928094887362,-0.024929292879194653,0.7722001470404464,0.3999719161422417,0.18962139350937912,0.34931444167227277,0.4350247466640004,0.3434831244969735
14,0.5018242515811355,0.025257443941851657,0.0,1.9934449643294625,2.0217626637792363,2.321928094887362,-0.028317699449773803,0.8707257852777361,0.319536773259896,0.5952097561296485,0.18193996194242013,0.25485510236935105,0.33788539842532894
68,0.3900591083524725,0.017827138464696714,0.0090112,2.0383917559402067,2.066502293760971,2.321928094887362,-0.028110537820764225,0.8899940951277469,0.3244544461784315,0.4095986446515073,0.1492071281935844,0.44908017118858,0.33308509755302584
47,0.4007384433150223,0.01468254804442292,0.0108672,1.960657235958745,1.9879064542484626,2.321928094887362,-0.02724921828971749,0.8561447094876109,0.34490074094973977,0.3310458953944174,0.20671016407393072,0.430521660832617,0.32829461531267623
49,0.49334191617351597,0.007845359596580732,0.0,1.8618558632247746,1.8807122800490481,2.321928094887362,-0.018856416824273525,0.8099786914978874,0.5441319049185788,0.16025101339510864,0.28513658566806654,0.26959567470434165,0.3147787946715239
31,0.391430673775345,0.008592449627753447,0.0,2.0819552113009325,2.1022980634346267,2.321928094887362,-0.020342852133694134,0.9054104940043848,0.5088464000630694,0.17891353157643414,0.12301788661698365,0.44669666966966304,0.31436862198153753
66,0.5383475477806599,0.028027390318822766,0.0,1.9525958683183295,1.9865095991857162,2.321928094887362,-0.03391373086738669,0.85554311675706,0.1866962839992303,0.6644037922759686,0.20773214446488975,0.19138504799520284,0.31255431718382287
32,0.2826216898395505,0.006859049180025591,0.0026496,2.0301409980532767,2.058320368851224,2.321928094887362,-0.02817937079794719,0.886470331869202,0.32282046565118244,0.13561270299964345,0.1551932659404891,0.6357845353725027,0.3123527424909544
63,0.48899598952865486,0.021764829132064338,0.0,1.8338591425740527,1.8685117362702324,2.321928094887362,-0.03465259369617968,0.8047242032966033,0.16915690790415328,0.5079632601675657,0.29406286358588574,0.27714801058740424,0.3120827605612522
16,0.44412347396831486,0.013892084501994788,0.035968,2.1031155045540078,2.1260654298635333,2.321928094887362,-0.022949925309525554,0.9156465415724554,0.44695881395592496,0.3112998947563369,0.10562897986288955,0.3551273087033471,0.3047537493196246
59,0.5141817771846325,0.015525361256395693,0.0181504,2.082273000734011,2.1028498046709845,2.321928094887362,-0.020576803936973587,0.9056481160210066,0.5032927729134358,0.3520996054368513,0.12261421644426529,0.23338023827989085,0.3028467082686108
95,0.20493528083627732,0.005093102945223276,0.0,2.1771240172408626,2.206490964051183,2.321928094887362,-0.02936694681032037,0.9502839338176063,0.29462938401762384,0.09149887154815343,0.04678728535624299,0.7707877009310997,0.30092581046328
83,0.3836384258827261,0.01160975874957544,7.68e-05,1.99387890480514,2.0231329401771836,2.321928094887362,-0.02925403537204363,0.8713159312004133,0.2973097139844284,0.2542867583564663,0.18093742728707596,0.46023801037285517,0.29819297750020646
44,0.4461715865772028,0.011810873140366586,0.0,2.042564709544524,2.0663792709807756,2.321928094887362,-0.02381456143625149,0.8899411121002077,0.42643378871299736,0.2593106521551486,0.14929713529049382,0.3515681058882356,0.2966524205117188
28,0.4015028876154737,0.010864626631792548,0.0,1.8896795713901116,1.9205628652089741,2.321928094887362,-0.030883293818862567,0.827141404351775,0.2586338251167738,0.23567314939987993,0.25598072140709216,0.4291932122432399,0.2948702270417465
17,0.3861597341931595,0.01938856738353452,0.0,2.117034911478764,2.1523545675624485,2.321928094887362,-0.03531965608368459,0.9269686569113417,0.15332195500438198,0.448603576280586,0.08639507081960618,0.4558564897487861,0.28604427296334006
33,0.4815865203407155,0.010136758526591719,0.0352128,1.8387073446858422,1.8667655152374691,2.321928094887362,-0.02805817055162696,0.8039721468325775,0.3256975581508812,0.21749080031191967,0.2953404504317648,0.29002415981755547,0.2821382421780303
84,0.3568284094244072,0.007653823829472496,0.0,2.0382861631886624,2.0682104328063566,2.321928094887362,-0.029924269617694232,0.8907297505725243,0.2813994664416334,0.1554663962982634,0.14795740325363005,0.5068283617224542,0.2729129069289953
1,0.5306871012039568,0.014233881805722664,0.0110208,1.9675203332365947,1.994626300548604,2.321928094887362,-0.027105967312009316,0.859038789762938,0.3483012811800768,0.3198380871146751,0.201793726189888,0.20469734483986535,0.2686576098311263
97,0.3734973135219738,0.014251441880945692,0.0181632,2.091314862782876,2.125991757888771,2.321928094887362,-0.03467689510589489,0.9156148127799383,0.16858003280903996,0.3202767427109769,0.10568288045399477,0.4778611994036328,0.26810021384441113
42,0.45556055798694717,0.011665701907097314,2.56e-05,1.916011312479305,1.9477953622785351,2.321928094887362,-0.03178404979923011,0.8388698024574373,0.23725137455370374,0.25568423409675145,0.23605662280575113,0.33525198472988416,0.2660610540465226
75,0.4044716492872331,0.011624323776562666,0.0,1.944100131660171,1.978730458326304,2.321928094887362,-0.03463032666613297,0.8521928231469601,0.16968549020561724,0.2546505968091544,0.21342359351272222,0.4240341087575882,0.2654484473212705
57,0.3936941291760343,0.011070019515894133,0.0099584,2.1663532817246973,2.1958868695178535,2.321928094887362,-0.02953358779315618,0.9457169988825072,0.29067360392298136,0.24080392115953494,0.05454555388814897,0.44276324491603747,0.2571965809716757
60,0.4549921021558265,0.005756549651121842,0.0335488,1.8498287162464087,1.8798948285357837,2.321928094887362,-0.030066112289375058,0.8096266342937628,0.27803235705679036,0.10807195604204907,0.28573465732159475,0.33623984525357364,0.2520197039185019
71,0.5332005366437182,0.015313580920038167,0.0,1.9766671294447422,2.007303257857218,2.321928094887362,-0.03063612841247587,0.8644984581034553,0.26450112125263536,0.34680927333120737,0.19251889007270595,0.20032950566247898,0.2510396975797569
96,0.4674405456966777,0.013052513731642883,0.0,2.062008175530633,2.0925111024853065,2.321928094887362,-0.03050292695467327,0.9011954793487329,0.2676631025755135,0.29032718181355155,0.13017831610178776,0.3146069842955962,0.25069389619661225
91,0.47358402232159325,0.012672275847298119,0.0003072,2.1483980085159176,2.176125594263245,2.321928094887362,-0.027727585747327588,0.9372062808727115,0.33354509220993817,0.28082873298714445,0.06900348610256724,0.3039308724436003,0.24682704593581253
19,0.41310545514766916,0.011195208110175336,0.0,2.1726669493617647,2.2025691068475752,2.321928094887362,-0.029902157485810488,0.9485948818559012,0.28192437171803836,0.2439311673004052,0.04965663183686375,0.4090303116078432,0.24613562061578761
54,0.4373684192078312,0.009157118091318799,0.0051456,2.0666140737299914,2.0961118101641487,2.321928094887362,-0.029497736434157318,0.9027462197384851,0.2915246556263508,0.19301910791663468,0.12754393209195536,0.3668662188664946,0.24473847862535886
77,0.528975418912113,0.013730391414157309,0.0172544,2.0744234931379095,2.103237949984119,2.321928094887362,-0.028814456846209424,0.9058152811084996,0.3077445779232744,0.30726075614432136,0.1223302378773794,0.20767190024530024,0.23625186804756887
3,0.4540486153171013,0.00950544618974622,0.010816,2.010116926639643,2.0422269752877895,2.321928094887362,-0.032110048648146705,0.8795392845215816,0.22951270345686278,0.20172044135534237,0.1669676676550661,0.3378794333298537,0.23402006144928125
90,0.5566493682582423,0.015218601625049283,0.0,2.084578528134795,2.1130377726330845,2.321928094887362,-0.028459244498289404,0.9100358349966857,0.31617672895455895,0.34443666394596745,0.115160398393512,0.1595802093926787,0.23383850017167926
26,0.5058030851032977,0.008224685052471498,0.0311552,1.9293103570395143,1.9592554660350783,2.321928094887362,-0.029945108995564018,0.8438054004984692,0.2809047742311148,0.1697266695032336,0.2276720726617183,0.24794069961069176,0.2315610540016896
4,0.5361332161523732,0.014058188530188804,0.03936,1.994770421592576,2.026788852447827,2.321928094887362,-0.03201843085525091,0.8728904469137522,0.23168755765710083,0.3154492198936249,0.1782626539685629,0.19523310563167606,0.23015813428774118
48,0.31786322090744723,0.002077568060971156,0.0,2.0895553353094067,2.1220731258509553,2.321928094887362,-0.032517790541548575,0.9139271498215358,0.2198335882822951,0.016169965719444606,0.10854986730813365,0.574541927890192,0.22977383730001633
11,0.4584869833998977,0.007734002000754659,0.0,1.945612145216829,1.9789504726805187,2.321928094887362,-0.03333832746368981,0.8522875781717602,0.2003554048949368,0.1574692694686496,0.21326262451763178,0.33016645304437664,0.2253134379813987
8,0.5626862390715248,0.007625582731672038,0.0083328,1.9081684207527885,1.9353881790451843,2.321928094887362,-0.027219758292395868,0.8335263194871119,0.34560007234475393,0.15476092576704198,0.24513408424730554,0.14908935674138546,0.2236461097751217
65,0.4476614167476889,0.007653844355722245,0.0,2.1909676310159507,2.218201960083316,2.321928094887362,-0.027234329067365337,0.9553275852803367,0.3452541863531637,0.15546690904972996,0.03821917501850458,0.34897908431109137,0.2219798386831224
73,0.42702851948356535,0.00996211588782541,0.0,2.1986858211707894,2.229915867718965,2.321928094887362,-0.03123004654817585,0.9603724907024477,0.25040249137739023,0.21312817829152567,0.029648934465700383,0.3848348598713266,0.2195036160014857
89,0.4402326372856924,0.004022156315204364,0.0048768,1.9253806476936255,1.9577860755191274,2.321928094887362,-0.03240542782550193,0.8431725684485938,0.22250089249494023,0.06474632484024978,0.2287471221310673,0.36188879086689274,0.2194707825832875
40,0.5086451021528084,0.007720278760782252,0.0355328,2.019212472465532,2.0483274360256734,2.321928094887362,-0.029114963560141316,0.8821666099548353,0.30061104776131264,0.15712645909131162,0.16250439052903765,0.24300185247928063,0.21581093746523564
55,0.47980861653701334,0.006704731732476547,0.0,2.197933545033096,2.2250415736493676,2.321928094887362,-0.027108028616271707,0.9582732465095158,0.348252349241298,0.13175780994738429,0.03321511186788739,0.2931137947310233,0.20158476644689824
24,0.5047488413221021,0.01054444968630483,0.0132736,2.094499278404351,2.127319996433683,2.321928094887362,-0.03282071802933206,0.9161868539847615,0.21264259297068752,0.22767503964458538,0.10471110193264443,0.2497727607080954,0.19870037381400318
37,0.40443231093946175,0.003471740468307959,0.0,2.2398863051984232,2.2704403871518517,2.321928094887362,-0.030554081953428458,0.9778254512493816,0.2664487678880098,0.050996782855504554,0.0,0.42410247079858243,0.18538700538552422
29,0.5880373482587837,0.009610780437698098,0.0,2.0133197156447316,2.044312203490131,2.321928094887362,-0.03099248784539954,0.8804373434265637,0.2560417403289973,0.2043517203652261,0.16544205315839955,0.10503428926417224,0.1827174507791988
88,0.46573505336188925,0.009418491045144384,0.0,2.194156029743178,2.228360608088667,2.321928094887362,-0.034204578345488734,0.9597026768379603,0.17979204804914212,0.1995482774937202,0.03078680831346381,0.3175707828156521,0.18192447916799456
30,0.5499304607691423,0.008819530535888631,1.28e-05,2.097115252986778,2.1282327938279644,2.321928094887362,-0.031117540841186564,0.9165799744247489,0.2530731899574652,0.18458607624960094,0.1040432724185073,0.17125630295604122,0.17823971039540365
70,0.43532093990693277,0.00574715469446293,0.0,2.149522428602079,2.1841496951826125,2.321928094887362,-0.03462726658053361,0.9406620730382982,0.16975813155407699,0.10783726739390248,0.06313281704507256,0.370424321121232,0.17778813427857101
80,0.4614046109306059,0.007634722334256359,0.0,2.105850428556663,2.142156100563694,2.321928094887362,-0.036305672007031387,0.9225764162466931,0.12991557503590268,0.15498923559890018,0.09385657027544647,0.32509621028737223,0.1759643977994054
69,0.5014610834323795,0.007821481101996207,0.0,2.1738767389478983,2.205733180096004,2.321928094887362,-0.031856441148105485,0.9499575740320266,0.23553292419394023,0.15965452191385182,0.04734170246323599,0.2554862146879814,0.17450384081475234
36,0.41651576865303064,0.004922325786153375,0.0,2.0850283872574713,2.1229707129975344,2.321928094887362,-0.037942325740063065,0.9143137195643953,0.09106413435922296,0.08723281029300019,0.10789316606013377,0.4031038809145203,0.1723234979067193
23,0.5002812774818478,0.007435547034460562,0.0,2.167879095008296,2.2002464201482,2.321928094887362,-0.032367325139904146,0.9475945551427316,0.2234053869516769,0.1500137808362724,0.05135597797835645,0.2575364772771549,0.17057790576086515
81,0.4446776228910222,0.0035707649260157065,0.0,2.2226775691486558,2.2537280160691577,2.321928094887362,-0.031050446920501962,0.9706278247942416,0.2546658881725086,0.05347044153820154,0.012227263936291144,0.3541643106742681,0.16863197608031735
45,0.5355658305185955,0.0032251945390831672,0.0057984,1.8257326479721376,1.8625145443212825,2.321928094887362,-0.03678189634914486,0.8021413533099241,0.11861080029766895,0.04483799650485955,0.2984505862180349,0.19621910637022522,0.16452962234769714
43,0.5909606174514483,0.008180880908101405,0.0230784,2.1846727883968127,2.2120458491199817,2.321928094887362,-0.02737306072316903,0.9526762925995299,0.3419609273169651,0.1686324297106867,0.04272316749194438,0.09995424244706397,0.16331769174166502
27,0.46668280572048615,0.0055115614917902855,0.0,2.0460299053740836,2.0845433221536176,2.321928094887362,-0.038513416779534015,0.8977639431399962,0.0775073818261815,0.10195208321954896,0.13600777935508013,0.3159237821340938,0.15784775663372608
93,0.45621328716931886,0.004544016222463425,0.0,2.1630802744209623,2.1979365247308897,2.321928094887362,-0.03485625030992745,0.9465997373348948,0.16432243822510975,0.0777825314565251,0.053045965640366455,0.3341176742758002,0.15731715239945038
22,0.46470746946118,0.004919276496729994,0.0,2.0854177331564143,2.122513640729987,2.321928094887362,-0.03709590757357262,0.9141168692534172,0.11115669549135289,0.08715663818933199,0.10822757362119184,0.3193565144674646,0.15647435544233534
56,0.5349399793204548,0.01171574622660725,0.0019456,1.996378072448785,2.0381565610916508,2.321928094887362,-0.04177848864286582,0.8777862525456555,0.0,0.2569343552116861,0.16994570281596277,0.1973067083588057,0.15604669159661366
72,0.528045697534592,0.002881076776213158,0.0,2.084645267411788,2.115433549611084,2.321928094887362,-0.03078828219929619,0.9110676399794821,0.260889243124064,0.036241838427368174,0.11340757724697659,0.209287566752006,0.1549565563876037
6,0.47175921502259954,0.006757861089859673,0.0,2.1472152488539678,2.1841604604270337,2.321928094887362,-0.03694521157306596,0.9406667093767124,0.11473396819463393,0.13308499617227385,0.06312494087452647,0.30710201608454535,0.1545114803314949
2,0.5748672065796152,0.008606547233051551,0.0114688,2.094362549225185,2.1280148187266676,2.321928094887362,-0.03365226950148248,0.9164860976583767,0.19290294246439912,0.17926569370443904,0.10420274943597574,0.1279213146828404,0.15107317507191356
82,0.4820239448835848,0.003131618518222922,0.0,2.152493203149249,2.185763435546752,2.321928094887362,-0.03327023239750293,0.94135707318395,0.201971868641018,0.04250044130030256,0.06195215696641887,0.2892640050010561,0.1489221179771989
7,0.4679284799381368,0.0033794060916426073,0.0054528,2.0999682051134525,2.1363685466024642,2.321928094887362,-0.03640034148901172,0.9200838524270065,0.12766827880651765,0.04869024427062534,0.09809091556848304,0.3137590539043402,0.14705212313749155
53,0.42417276220305977,0.002057632511041514,0.0,2.2152863925820383,2.2503801644947665,2.321928094887362,-0.03509377191272822,0.9691859836012422,0.15868406996528833,0.015671970099783262,0.01467665095726256,0.3897975847273437,0.14470756893741948
21,0.5334594942228175,0.0035155598339321045,0.0230272,2.1398254940296817,2.171674196653688,2.321928094887362,-0.03184870262400619,0.9352891682716112,0.23571662390017684,0.05209140287923998,0.0722602599731399,0.19987949010155492,0.13998694421352792
74,0.5528685337200638,0.003979100550474967,0.0,2.0508278404557005,2.0847286278530675,2.321928094887362,-0.033900787397366905,0.8978437499608267,0.18700354047472967,0.06367077978069124,0.13587220423621382,0.16615053022042947,0.13817426367801605
85,0.5718882996282374,0.0038873044327467627,0.0,2.2111967455453843,2.240297712042315,2.321928094887362,-0.029100966496930614,0.9648437076820817,0.3009433147888475,0.06137768705478701,0.022053270746951736,0.13309804859936847,0.1293680802974887
76,0.4925779482846928,0.004810164905814225,0.002432,2.067106351359531,2.1072161449058666,2.321928094887362,-0.04010979354633548,0.9075285964047429,0.03961204941635621,0.08443100009446611,0.11941967305940504,0.27092329538728377,0.1285965044893778
78,0.4813923837466664,0.005134724645945262,0.0,2.1949280886431057,2.23250081444755,2.321928094887362,-0.037572725804444485,0.9614857666623177,0.09983782282061236,0.09253859328723547,0.027757711146443875,0.29036152970095797,0.12762391423881242
86,0.5207507206890295,0.004477420180367428,0.0,2.0928187873770523,2.130251651347103,2.321928094887362,-0.03743286397005052,0.917449449032332,0.10315791041899713,0.07611894367652226,0.1025662166725495,0.22196475159634743,0.1259519555911041
35,0.5797104701176226,0.005175271091649796,0.0,2.1647313589845862,2.197284072117399,2.321928094887362,-0.032552713132812716,0.9463187412890106,0.21900458398200157,0.09355145485488509,0.053523319229010435,0.119504708513826,0.12139601664493077
64,0.5278301348376232,0.0014302588352799654,0.0,2.1283663978370235,2.1624207941263482,2.321928094887362,-0.03405439628932472,0.931303944720669,0.18335712056753606,0.0,0.07903032236887542,0.20966217084093886,0.11801240344433758
58,0.5890963696278078,0.0063060089010287725,0.0003968,2.1211138180770193,2.156093034609499,2.321928094887362,-0.03497921653247982,0.9285787270316362,0.16140342438344688,0.12179760196612774,0.08365989799013551,0.10319392569161456,0.11751371250783117
41,0.5053310485358969,0.002352643084911677,0.0,2.1600205605943192,2.1991193256011403,2.321928094887362,-0.03909876500682108,0.9471091419425806,0.06361218733961334,0.023041416844900357,0.05218059361427463,0.24876100308045102,0.09689880021980984
38,0.6036246145956903,0.001448738633421397,0.0,2.152016320219073,2.1855805181389396,2.321928094887362,-0.03356419791986642,0.9412782949443416,0.19499361550011776,0.00046163053234739315,0.06208598474063476,0.07794679320294129,0.08387200599401029
50,0.6089474115057356,0.003137979389141921,0.0,2.1999713771327642,2.2369189214442695,2.321928094887362,-0.036947544311505265,0.9633885417768647,0.11467859285942424,0.04265933763705134,0.024525293670769055,0.06869685564370409,0.06264001995273719
94,0.6484784254837687,0.00522469712100965,0.0,2.1181910478472763,2.1596663477369815,2.321928094887362,-0.04147529988970522,0.9301176692302988,0.00719719731762437,0.0947861309087351,0.08104555664260615,0.0,0.045757221217241406
